2014-08-11 13:18:31,149   [WARN] com.fortify.systemspec - ========================== Fortify Context Startup =============================
2014-08-11 13:18:44,159   [WARN] com.fortify.manager.service.EmailServiceImpl - Exception loading certificates keystore as JKS: C:\Program Files (x86)\Apache Software Foundation\Tomcat 6.0\webapps\ssc\WEB-INF\Core\config\certificates\keystore (The system cannot find the path specified)
2014-08-11 13:18:44,159   [WARN] com.fortify.manager.service.EmailServiceImpl - Exception loading certificates keystore as PKCS12: C:\Program Files (x86)\Apache Software Foundation\Tomcat 6.0\webapps\ssc\WEB-INF\Core\config\certificates\keystore (The system cannot find the path specified)
2014-08-11 13:18:44,159   [WARN] com.fortify.manager.service.EmailServiceImpl - S/MIME messages cannot be sent from this server
2014-08-11 13:18:44,878   [WARN] org.springframework.security.intercept.AbstractSecurityInterceptor - Could not validate configuration attributes as the ObjectDefinitionSource did not return a ConfigAttributeDefinition collection
2014-08-11 13:18:45,721   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final org.springframework.jdbc.core.JdbcTemplate org.springframework.jdbc.core.support.JdbcDaoSupport.getJdbcTemplate()] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:45,721   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.jdbc.core.support.JdbcDaoSupport.setJdbcTemplate(org.springframework.jdbc.core.JdbcTemplate)] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:45,721   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final javax.sql.DataSource org.springframework.jdbc.core.support.JdbcDaoSupport.getDataSource()] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:45,721   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.jdbc.core.support.JdbcDaoSupport.setDataSource(javax.sql.DataSource)] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:45,721   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.dao.support.DaoSupport.afterPropertiesSet() throws java.lang.IllegalArgumentException,org.springframework.beans.factory.BeanInitializationException] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:54,906   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final org.springframework.jdbc.core.JdbcTemplate org.springframework.jdbc.core.support.JdbcDaoSupport.getJdbcTemplate()] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:54,906   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.jdbc.core.support.JdbcDaoSupport.setJdbcTemplate(org.springframework.jdbc.core.JdbcTemplate)] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:54,906   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final javax.sql.DataSource org.springframework.jdbc.core.support.JdbcDaoSupport.getDataSource()] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:54,906   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.jdbc.core.support.JdbcDaoSupport.setDataSource(javax.sql.DataSource)] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:54,906   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.dao.support.DaoSupport.afterPropertiesSet() throws java.lang.IllegalArgumentException,org.springframework.beans.factory.BeanInitializationException] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:55,124   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final org.springframework.jdbc.core.JdbcTemplate org.springframework.jdbc.core.support.JdbcDaoSupport.getJdbcTemplate()] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:55,124   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.jdbc.core.support.JdbcDaoSupport.setJdbcTemplate(org.springframework.jdbc.core.JdbcTemplate)] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:55,124   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final javax.sql.DataSource org.springframework.jdbc.core.support.JdbcDaoSupport.getDataSource()] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:55,124   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.jdbc.core.support.JdbcDaoSupport.setDataSource(javax.sql.DataSource)] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:55,124   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.dao.support.DaoSupport.afterPropertiesSet() throws java.lang.IllegalArgumentException,org.springframework.beans.factory.BeanInitializationException] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:56,093   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.ws.server.endpoint.adapter.MarshallingMethodEndpointAdapter.setUnmarshaller(org.springframework.oxm.Unmarshaller)] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:56,093   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.ws.server.endpoint.adapter.MarshallingMethodEndpointAdapter.setMarshaller(org.springframework.oxm.Marshaller)] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
2014-08-11 13:18:56,093   [WARN] org.springframework.aop.framework.Cglib2AopProxy - Unable to proxy method [public final void org.springframework.ws.server.endpoint.adapter.AbstractMethodEndpointAdapter.invoke(org.springframework.ws.context.MessageContext,java.lang.Object) throws java.lang.Exception] because it is final: All calls to this method via a proxy will be routed directly to the proxy.
